Income,Total Claim Amount,Customer Lifetime Value
0,741.6,3595.31286
20832,56.371967,22855.61209
0,813.6,7859.414569
52405,494.4,4115.577437
0,795.864079,5029.638777
26583,614.4,4821.418454
25486,72.438681,5004.310469
24065,532.8,8630.053943
70435,67.881546,9322.08512
0,402.636829,16727.56063
39679,641.388616,3652.532435
0,342.481173,6158.601171
0,331.2,4376.083958
53565,340.8,5569.456156
37574,412.101933,2576.513006
48259,73.700573,8346.983233
78532,374.4,6323.923864
96163,350.4,5973.14343
0,345.6,4706.676993
0,722.024742,8093.410258
72672,259.361117,5035.744643
99002,537.6,9027.867218
79494,396.295614,7288.884849
35704,358.281562,18042.47942
0,653.388564,4992.063043
26049,121.032372,9102.267849
70125,92.813396,2540.407726
52369,528.0,12941.89193
0,159.636956,2365.348601
41770,476.156957,5720.765064
0,727.2,7035.534088
31911,321.6,2636.97773
70051,42.078345,5395.831967
19683,561.6,8382.630118
30916,200.11606,31161.74523
0,676.944023,2887.742258
0,566.4,8714.922135
0,830.623064,25585.72783
60145,580.473259,10272.6082
63774,60.036683,4376.363592
25134,321.6,5318.89664
37057,47.53101,4719.762191
58577,303.872752,4428.031583
85857,100.620067,5879.176092
70602,481.339891,9416.908485
33816,508.8,8288.155579
0,1101.6,32654.8383
89642,86.320022,4719.450052
60068,470.4,3903.474784
50044,667.2,5457.259678
36650,56.60333,2725.356404
50653,262.865172,4433.97368
68931,309.577946,5332.462694
0,350.4,2315.094985
0,365.364581,5411.953687
39266,384.0,9587.33234
0,489.6,22103.5072
0,705.6,9764.945308
40864,9.51528,2567.151468
39035,244.564334,2650.622781
34923,639.105556,11264.36334
0,453.6,2168.523464
0,532.8,8610.667489
24506,511.2,2834.646235
0,554.522969,8930.139728
52220,336.0,5536.386959
0,402.449823,2840.85429
53554,327.020539,8082.880956
34476,5.3953,5254.734278
0,131.401291,5116.237577
68205,99.382943,3034.646997
0,856.8,8024.89992
53690,739.2,18211.14319
0,518.4,5121.563312
0,292.8,2150.178588
74454,340.8,5595.389905
0,350.4,7562.824036
29664,340.8,5385.853211
15680,260.879903,4718.558501
47272,64.546877,9422.567923
21585,441.6,3605.860265
23827,37.910623,7762.590564
69906,202.860399,23444.90045
0,345.6,2558.178159
89879,94.030308,5123.170887
0,331.2,2537.744494
46131,355.2,2969.593296
54514,286.234931,4363.124641
0,1159.2,5884.308607
96668,316.8,5272.191556
78879,466.570791,5509.895664
0,331.2,16313.68349
0,364.8,5678.050167
0,1252.406235,12101.20884
29735,331.2,2453.570794
23082,312.0,5075.66267
53984,421.484456,3214.979402
52135,430.505942,12275.34309
17576,398.502948,2722.210707
29486,7.646763,2457.440923
58557,55.510526,3554.845264
25632,351.270869,4929.549699
0,806.4,8036.45034
18768,647.454583,4276.915328
33190,508.8,33473.34946
47945,128.43823,5960.581363
58778,302.033971,44795.46942
15192,480.0,3832.118106
51859,1003.160633,6837.932624
23422,518.4,5285.26816
21604,379.2,3096.511217
79298,244.362072,3589.710715
76731,201.455005,2582.408525
67282,297.6,2487.729726
48534,552.0,13575.67599
77678,741.418485,4685.504251
48412,707.430832,28685.82785
33837,305.575785,2764.032126
23712,376.126419,6183.111464
28142,701.708239,3873.647046
72196,152.184244,18929.3306
68197,176.819414,5553.295758
75248,104.454624,5011.259184
0,941.718054,10442.44633
0,468.0,2199.61781
41546,121.306839,8709.845263
46998,460.8,7484.310483
57099,67.859881,2613.023132
33897,539.843003,9080.639651
59207,556.8,13770.97618
40171,350.4,2876.822941
67798,331.2,5548.031892
21665,765.709629,5097.526248
0,626.4,24143.87556
0,321.6,3538.059456
34226,494.395024,29091.23936
65989,115.545086,19834.20115
30686,19.938981,4731.366975
0,799.926741,35537.846
20090,523.2,34611.37896
0,878.4,20216.30883
77094,444.470676,13976.51925
97413,268.819985,5904.088162
79189,331.2,5595.835041
0,297.6,2294.303629
18577,412.8,6273.911874
0,806.4,3726.727996
40783,321.6,5285.118669
0,532.8,5110.680779
17483,1317.6,7126.596501
84394,691.412378,4601.634099
0,804.811859,9155.239699
41440,297.6,14808.05624
0,1090.86434,8901.678357
98132,50.587035,5734.598243
0,537.6,4177.696973
88220,151.528482,27776.28906
58327,347.075948,10364.34749
25950,271.697529,7851.901368
20993,638.4,4772.943848
65726,849.6,14226.50485
0,639.45899,4031.104947
39783,345.6,2794.907476
58842,528.0,4362.931238
25629,595.2,9624.524417
48567,624.0,5015.009472
0,1337.063487,6948.422239
33746,355.2,2896.918767
22254,125.194389,21903.91364
65974,235.220971,9028.821403
0,395.34111,5303.759534
17161,542.4,4165.354461
0,772.798511,5123.768112
0,633.6,9492.342964
0,350.4,8204.863191
67752,168.517149,9877.295699
25398,307.2,4815.009736
0,633.6,6277.011679
33321,504.0,8260.639809
0,845.654042,2549.450038
68798,92.915251,4502.679656
20325,668.29397,3803.921781
13129,700.901632,8635.4035
0,525.6,5510.558964
49080,25.299,3585.884123
42536,375.330097,4889.25278
29926,418.233667,2756.941661
0,398.240791,3289.547398
21450,938.513425,10937.1785
33345,338.619869,7375.567916
15752,339.344531,10110.77818
40169,302.818833,5119.414293
26049,619.165344,8533.832013
0,326.4,2224.768
55411,259.561195,8042.803784
12459,336.0,2554.437138
64620,364.8,18073.93999
83140,179.161843,2430.506586
0,662.4,3167.658442
54422,75.501852,5465.603983
68309,306.983596,10357.51422
56621,84.026848,2537.813878
38977,139.489926,2821.947219
0,607.4459,7757.128146
0,631.124372,4079.132667
0,628.023494,5955.544552
83235,336.0,14158.61364
0,426.655599,8487.238032
32390,91.417923,6285.476868
66538,317.844812,11473.48149
0,460.8,2310.882998
76358,86.461582,23594.6802
43860,156.124914,2514.59196
55350,321.6,5380.898636
12964,362.774545,4770.550911
33288,221.856184,6756.651404
0,980.169081,5936.011773
56168,614.675906,3570.760509
0,662.4,6019.960469
23105,331.2,5426.863953
36218,145.252168,2730.313804
52275,374.240783,4982.681374
49665,355.2,8769.266756
32471,528.0,4220.613534
0,619.2,11537.50507
62773,80.669257,5887.182043
76694,561.6,4700.583771
55687,1324.8,10963.95723
0,504.0,2523.171245
36633,460.8,3757.804716
77060,468.566133,12941.73353
92600,842.43785,3764.465074
0,475.2,6889.557028
0,1171.93117,3623.454198
64801,268.471802,7582.113842
45257,494.4,8277.74558
26854,475.2,2576.455597
85840,138.722385,8205.387936
26463,345.6,19582.46887
30689,467.24802,6481.526576
29590,467.503236,2599.310879
25965,1214.4,9830.337629
17269,667.2,10442.65139
90330,192.085299,36057.53702
0,619.973889,8470.036773
0,1002.782553,8278.786492
0,321.6,4788.932598
18558,384.0,3087.999917
46384,251.774574,4443.736209
0,866.208321,7984.086473
42303,1210.920949,7180.971028
71731,599.648466,15656.03434
51066,787.993313,5780.182197
0,2027.724442,20714.94043
0,619.2,5337.352409
0,72.852047,5050.826183
26173,449.819671,5116.624022
24445,302.4,7268.736958
72302,316.8,2616.613903
27208,489.6,3738.436222
36650,56.60333,2725.356404
30855,259.060862,5453.861203
0,456.0,6846.150323
99960,364.8,6172.914199
0,470.4,10346.32454
55873,299.356083,6997.008618
18052,699.1679,4196.257691
28937,117.959654,7858.109763
0,545.240341,6064.343994
0,350.4,17497.52201
12829,328.231432,8970.647312
92163,66.568642,5923.117229
17588,1382.4,35850.59935
82302,722.178166,4331.460674
0,609.6,13309.33517
70340,542.4,4528.50489
0,532.8,2791.906514
50825,369.614729,8092.87696
93459,655.41333,7996.00748
86148,312.0,5129.738992
27048,345.6,5697.175238
73259,673.34265,9217.130629
35482,619.2,10208.92761
29462,513.6,4170.687348
67801,23.810491,4505.405812
0,451.2,3107.568648
16042,350.4,5528.664986
28056,307.2,5045.866663
16495,408.0,2962.722482
41163,231.922173,8665.956372
0,772.8,11413.44115
33799,664.980242,15488.43196
0,292.8,6048.574243
87747,46.492039,5934.741492
35695,432.0,3543.232138
90985,78.085149,3490.028304
0,564.466556,3683.099864
66839,739.2,5989.773931
0,792.0,12500.84302
79090,289.040734,8609.158215
24825,155.938593,2497.45507
26806,302.4,7019.177186
56835,326.549425,5387.926265
0,653.65668,6165.557517
46135,103.935601,2730.20294
0,809.532341,5162.116944
22862,321.6,7937.064822
21450,528.0,8608.157233
95854,312.0,2632.545795
44897,580.72531,7785.004214
54040,59.987126,8255.76385
53265,238.005074,4980.825042
0,1577.674417,7457.237794
43817,245.447622,12302.76244
54780,135.26125,6862.508337
0,571.2,9048.983447
67798,331.2,5548.031892
21442,566.4,8312.681598
27615,297.6,2389.980951
17622,312.0,4458.113369
50200,637.063458,5295.741716
0,537.6,3839.606117
0,460.8,3731.504584
73570,75.936096,2778.903705
0,799.2,4016.541995
0,603.058114,8236.917193
36631,67.530904,2491.317024
35895,312.921256,2908.875917
40864,166.937747,4282.947971
0,566.4,8341.623748
93018,135.382194,5090.781344
70014,17.742954,7366.1883
48875,1.838367,2436.875126
67969,197.776009,8852.688689
0,612.102262,23875.47675
68665,331.2,5600.496541
26802,316.8,4636.54647
0,1193.036154,7573.345057
45345,600.0,14696.63549
17101,542.4,12298.6863
32051,926.4,7724.840065
81139,392.6364,5946.670679
63834,215.226476,8000.545061
37548,160.598662,6457.560953
0,371.803029,7281.44014
72421,312.0,2592.437797
83102,443.670399,4678.423394
28432,612.300581,13869.92705
83707,290.391526,8717.777831
63259,316.795337,5233.986808
0,405.527937,4764.189722
63860,208.598246,2472.469209
67176,345.6,5608.316348
86132,301.437365,5505.057003
28519,456.473115,2606.208503
39102,152.338562,10481.94383
0,491.755368,3256.766388
97298,48.517439,30475.78048
41986,430.375049,6364.902164
0,633.6,9468.509337
17291,350.4,5631.451866
0,246.489123,7780.999262
37256,128.969729,9816.528302
96306,185.355353,7519.133631
14290,1300.8,10179.71704
37038,9.071305,2772.839235
90760,133.475315,4037.501846
20668,902.4,21435.87782
54480,321.6,2676.867914
16244,623.223617,2523.959554
22436,427.2,6988.401604
25544,326.4,2695.963857
28728,321.6,2673.319593
57449,494.4,12157.32992
83318,211.336937,2957.764017
55561,227.872071,7433.820995
0,862.762957,3099.538005
55308,513.6,8415.684559
36068,113.367765,26843.12452
48804,537.6,13057.17071
0,943.2,9599.950239
55790,117.672722,8535.108918
70258,225.145949,8293.481886
0,456.0,6846.150323
47274,182.432565,6636.859781
0,644.755653,5802.83547
0,525.6,5077.320916
15818,333.886816,12427.39371
44552,311.103582,10990.59477
64348,212.391975,3435.25008
0,297.6,6624.61183
88997,174.041566,5757.442258
77411,257.900458,2691.568951
10312,486.278557,2886.451602
0,345.6,5341.438779
96263,1.924709,4160.018087
28919,518.4,2846.24535
0,326.4,4770.256564
41869,262.12205,5059.616223
0,921.6,9095.744565
32808,541.695658,2688.863963
79780,326.4,8277.637562
91025,327.682669,9057.935331
33043,456.0,3801.750407
69442,1265.570302,9339.341599
0,63.043197,2520.12318
0,336.0,4984.095342
47234,15.631363,2595.747991
86863,441.6,7437.693335
25805,375.866091,14536.78759
43676,364.8,5913.305869
59855,355.2,2771.663013
35296,452.616872,29194.36639
36576,113.450122,9880.38582
28513,480.0,15114.40241
85448,16.03451,5759.91084
23791,615.27228,8495.164213
20597,615.256301,4381.184212
56940,512.66245,6997.827397
93210,74.523935,11430.58845
48992,426.072946,7482.486135
53736,169.287785,8596.916624
25378,419.464143,7854.960831
76731,201.455005,2582.408525
0,662.69318,2275.363967
69379,494.4,4118.588554
57449,494.4,12157.32992
0,326.4,5152.819636
0,669.6,6512.976472
33806,395.729716,27789.69235
77048,141.199465,4191.966092
74965,58.557552,10928.40709
34095,302.4,7615.381271
0,316.8,2004.350666
96045,8.582971,2434.681155
86355,285.418473,14195.36028
27824,566.4,9427.684903
42995,410.508316,11982.42085
21235,244.23135,3102.789546
74585,218.598065,4222.631209
41833,643.826716,4023.814439
23908,336.0,5297.151805
0,312.0,21423.63723
61953,497.047297,4416.206243
0,1022.4,4639.035171
0,657.6,4863.544585
73760,230.245772,25830.90982
23333,5.622751,2974.314896
0,292.8,2064.458781
20440,614.4,10064.60828
86073,333.5671,5500.01251
50943,667.2,5489.214062
19003,34.651305,2612.756658
46703,678.100487,8573.463947
14072,511.2,24127.50402
21733,525.6,8550.386579
20811,292.8,2308.648034
11904,292.8,4254.620669
43490,174.588413,8982.850377
57340,159.391681,7868.165983
49088,698.4,7704.248723
47761,232.711071,10552.16999
70930,190.43446,11681.37428
61281,79.865605,8737.837514
0,393.6,5454.890731
25290,382.085897,7705.283329
24239,48.348319,7039.262387
82664,133.425609,8838.085637
83210,528.0,8733.527338
38736,561.414794,9597.474777
0,316.8,4506.660224
55437,445.287788,17857.97233
0,23.820158,4737.871725
0,407.99684,5426.136238
29066,844.229478,7998.143771
54337,345.6,2897.620704
67616,340.306584,11599.50219
41082,106.647493,15147.93055
0,626.116259,5435.767832
36650,56.60333,2725.356404
50631,784.65781,13297.71225
19592,441.6,9927.049694
0,547.2,17771.54902
55761,86.27772,18269.27017
17576,398.502948,2722.210707
41449,63.516572,7083.212357
14290,1300.8,10179.71704
62007,120.015609,5889.509098
21921,1254.137899,15771.39342
42621,316.8,5288.173294
0,417.6,27580.55396
63786,798.002689,7778.532347
0,82.041684,7341.861257
82877,22.819088,7919.197048
0,302.4,2163.870179
10475,422.4,9787.808819
21952,316.8,5207.640754
49721,639.971388,21147.27716
88340,489.6,12280.76661
0,312.0,2441.394244
0,468.0,6535.560574
24589,511.497882,9206.598256
69379,494.4,4118.588554
73769,239.540223,4838.208972
66670,518.180364,4625.548098
88854,715.252366,14042.103
31266,926.4,7546.613549
43860,156.124914,2514.59196
89284,402.070719,5170.358435
67267,94.814032,13917.37715
79270,456.0,11318.13083
36692,523.2,4276.363627
0,571.2,4322.240343
0,513.6,8002.308333
0,504.0,3885.456401
0,972.0,4471.778239
44624,73.883044,8496.352846
0,340.8,22500.88348
19614,574.024018,16301.9676
0,632.715382,2319.735908
83846,355.2,8717.049833
51159,4.238626,2860.111745
83772,42.248087,2453.408288
66839,739.2,5989.773931
88440,27.145151,24980.22553
25666,270.002766,7482.639506
52926,292.8,2457.576007
0,494.946438,2379.741171
40001,142.567008,8286.964421
0,425.266308,2393.915369
18024,312.0,4657.159469
0,326.4,13197.92893
23220,251.334247,2803.916726
64125,369.818708,8646.504109
58042,161.419528,7425.870642
90034,537.6,4528.737362
27972,292.8,2227.072755
0,312.0,7292.948758
50989,255.999709,3184.355246
11885,484.8,11315.20373
89451,61.769564,2530.705137
0,1310.4,18361.55525
78904,250.001424,8641.530036
70247,141.799422,3278.53188
32653,321.6,5271.982116
93595,49.797016,3763.637743
90279,372.175592,13955.56961
0,542.14385,5001.527484
53310,1360.8,7082.830426
0,504.0,7619.482766
22234,768.0,12550.88198
91375,72.632934,32196.60037
22250,720.601429,6793.77405
0,576.0,5272.319663
0,481.025786,6265.343299
51179,466.176731,8547.586142
38667,159.266473,2787.423683
79487,547.2,4626.801093
67763,41.283167,8663.363959
0,503.808329,3872.222217
0,859.599411,5170.811494
71943,305.653785,8960.280213
53526,278.902846,5471.83429
35005,1416.0,34931.00171
24721,139.963594,2620.392335
0,734.4,19069.49954
88997,174.041566,5757.442258
48587,532.8,40224.01359
76310,321.6,2701.488341
73205,37.299865,3712.430479
51056,95.816516,21850.84002
58414,1008.0,7840.165778
23940,513.6,8237.037945
0,446.4,2243.473907
44216,72.205362,8434.464067
27972,292.8,2227.072755
0,331.2,5170.025981
29305,475.2,2641.446062
53882,331.2,2790.682957
91757,331.2,2745.129849
33906,401.592109,7579.532717
68158,253.183568,10978.78028
0,643.2,8255.060054
42165,799.673766,4747.734642
0,727.2,3540.90425
30817,91.834668,3436.134281
68074,27.987867,2582.185301
0,842.391832,44771.29936
71135,270.563995,7396.283653
0,292.8,4330.799785
37722,158.077504,9075.768214
0,667.2,14635.45158
44705,148.173152,5609.082494
64642,404.265696,11565.68747
50071,18.918935,2771.045031
46754,513.818403,8507.128824
64801,268.471802,7582.113842
70410,131.828507,3323.092454
66957,628.8,5234.331741
24213,374.4,24709.59957
0,960.115399,3123.080994
79751,392.235698,2551.226692
86122,873.6,7247.713672
82297,0.382107,4538.847818
82210,51.961915,2687.314108
43259,350.4,8730.421977
0,379.2,8332.730557
25064,297.6,2357.747015
25816,571.2,4637.164036
0,350.853987,5357.192698
41662,217.973168,5391.970996
96170,441.6,3694.140498
46072,25.934064,5040.412436
37931,475.2,27495.42188
35127,297.6,4842.284965
72450,84.218363,2678.058299
93087,628.8,5227.101938
22398,321.6,2590.096027
92983,153.205591,10536.07798
27689,2893.239678,8581.278701
69654,629.532731,9463.113263
80744,361.284757,13441.00637
0,1185.988301,3886.504807
0,460.8,6784.89369
76358,86.461582,23594.6802
18608,340.8,2538.62632
73168,425.800112,5639.941974
21190,312.0,2459.171724
94041,159.756733,2667.270014
91474,24.087774,13778.36933
61469,302.4,4923.18169
16618,219.288706,2272.335352
48081,881.360959,14895.39798
67632,26.951627,9756.044954
34115,466.122541,9422.974113
23051,475.2,3837.357574
23748,607.095655,10952.13189
40589,331.2,8159.136579
50809,290.381707,19480.49981
66676,558.099357,3919.366722
52339,336.0,7985.14214
14973,828.0,12168.74492
0,540.514115,5849.321498
31546,100.049832,5085.836595
67763,59.861963,2903.939763
83170,344.118069,31162.6933
19464,871.505797,3086.873854
66943,53.084753,5178.704151
81872,256.43803,14024.35839
50450,135.892444,10640.93932
21342,74.350893,4949.803822
34621,621.464468,8595.665294
62396,307.2,22951.892
97212,360.05589,3792.13031
49648,65.954813,2755.747968
97984,407.450118,4880.339614
26308,547.2,9051.905275
63528,1228.8,10115.44622
20225,547.2,8269.075366
0,806.4,8071.65295
87620,24.063693,7726.993623
0,311.329282,8311.1359
34990,42.689135,2574.020376
99934,460.323855,5727.327124
85702,249.085887,5441.42013
94648,331.2,2744.519593
24516,300.607591,5636.740347
61063,262.504882,16870.3882
0,263.365432,2738.001957
0,307.2,4644.700497
15169,302.4,4746.686506
55390,256.268091,16874.32815
27592,297.6,2387.60606
88264,297.6,2504.907557
83297,542.4,4591.625938
0,1353.6,13092.58578
0,432.0,9112.266649
55897,499.2,4165.166581
21297,45.507952,2659.980563
87560,470.4,11986.59212
0,691.2,2898.732747
0,408.0,2894.243869
89398,82.409922,3500.454354
36843,357.642982,2621.808611
0,643.2,10221.80504
34946,420.35698,2578.270957
75680,136.787725,6242.595729
0,331.2,5220.280968
37722,158.077504,9075.768214
10269,170.798204,4525.365839
49714,266.165535,4970.357298
77517,98.921782,15467.78904
81082,281.295903,5838.89915
72540,631.743039,10656.88195
0,468.0,2289.618736
61546,29.209521,5439.804227
44818,136.883999,7956.150059
17622,312.0,4458.113369
0,518.4,2555.051532
79797,31.755601,3307.99904
36234,113.534474,5041.29961
28919,830.4,13350.1209
0,480.159011,4931.221348
63568,390.792553,7776.835189
73935,72.071195,2553.672212
0,316.8,4876.469668
18846,552.0,9034.305834
38893,41.965252,8105.910755
0,1027.000029,5619.689084
84824,319.820747,15727.13063
20068,411.011162,6618.016423
0,600.0,4670.047979
0,648.0,10169.36981
97245,4.110585,8323.073985
51808,351.149904,2417.759961
71391,284.000172,8044.872393
0,496.474767,5325.724541
0,925.137143,6947.524013
23496,13.164097,5847.415237
22562,312.0,2584.203924
23986,463.335061,4724.786102
22974,180.667969,2790.227993
0,484.8,21531.33284
61844,508.8,12622.83268
24804,350.4,20171.96154
27760,302.764283,16464.36587
74454,340.8,5595.389905
29462,513.6,4170.687348
52266,141.922839,2665.447079
0,349.783046,7098.91414
23599,494.4,3971.345097
36088,345.6,5528.212807
70534,54.065538,8338.995787
27398,600.0,38445.85587
85296,342.515136,5448.555219
31063,441.6,10808.06597
0,1027.177255,6185.09653
52367,275.989978,3208.225911
58651,472.599683,5480.104065
84831,1336.931716,22986.15393
49088,547.2,13107.92594
70263,7.345946,7462.926263
45354,540.141566,11463.99097
0,383.363758,7236.132483
28334,537.765151,6232.687923
38772,321.873474,28393.32994
41479,19.575683,3746.751625
23909,571.2,21569.33731
48328,108.138715,5012.083744
86689,408.0,3371.858433
24204,707.303416,3864.776795
25943,1067.333126,4145.711862
0,807.947292,5156.072651
62375,618.630955,3667.37497
0,404.272806,7835.683513
0,710.4,14567.26841
70200,312.0,10171.33903
0,707.977614,4135.775206
79027,336.0,5511.491102
26736,367.92773,2429.280527
26893,68.226001,5414.61734
47406,287.149807,7421.593541
17622,312.0,4458.113369
27572,595.2,14476.12489
0,391.636628,4936.888359
32802,547.2,4525.276524
18400,640.8,6701.770088
90844,232.674417,14134.3474
44685,331.2,24723.18311
0,336.50961,2838.067784
42589,470.4,3848.483648
0,345.6,19504.4739
63009,485.286815,26900.27013
79583,523.2,4361.372941
