EmploymentStatus_3,Boxcox_Number of Open Complaints,Sqrt_Total Claim Amount,Renew Offer Type_1,Gender_1,Marital Status_1,Education_1,Coverage_1,Sales Channel_1,Vehicle Size_1,Education_3,Response
0,1.0932501813479016,0.0112926936522159,1,1,1,1,0,0,0,0,0
0,-1.641026025395326,1.2444796409024592,0,0,0,0,0,0,0,0,0
0,-0.2164730929896283,0.4433808134938685,0,0,1,0,1,1,1,0,0
0,1.0010273153077558,0.495580560614389,0,0,0,1,0,0,0,0,0
0,0.9005276104520923,-0.0077420220302544,1,0,1,0,1,1,0,0,0
0,0.1592503215053289,-0.2449811245795554,0,1,1,1,0,0,0,0,0
0,0.8018911691949115,0.7461100251866997,1,1,1,0,1,0,1,1,0
0,-1.641026025395326,-0.3024835796698204,0,1,1,0,0,0,1,0,0
0,0.670158286539766,-0.3262418786997297,0,1,1,0,0,0,0,0,0
0,0.4282228405456184,-2.2694301073772123,0,0,1,0,0,0,1,0,0
0,0.8333625977148504,-0.7723436765864276,0,0,1,0,0,1,1,1,0
0,0.5062079313988812,0.5844553227415532,0,1,1,0,0,0,0,0,0
0,0.798749931671053,0.1804826891915536,1,0,1,0,1,0,0,0,0
0,-1.641026025395326,0.8382057368229804,0,1,0,0,1,0,0,0,0
0,0.654571505174397,-1.025503331242712,0,1,0,0,0,0,1,1,0
0,-1.641026025395326,0.340359807083431,0,0,1,0,0,0,1,1,0
0,0.6140175915446573,-2.20872482935421,1,0,0,1,0,0,1,0,1
0,0.7356887955915357,1.4527984261452618,1,0,1,0,1,0,0,0,1
0,0.5199689294651265,0.3732553348446566,0,1,1,0,0,0,1,1,0
0,1.0546024350434613,-0.3664108118012858,1,1,1,1,0,0,0,0,0
0,-0.2331531684105141,-2.732762815044119,0,0,1,0,0,1,1,0,0
0,-1.641026025395326,0.6375465469758542,0,1,0,0,0,0,1,0,0
0,0.1606204212769348,0.218214403675029,0,0,0,0,0,0,1,1,0
0,-1.641026025395326,0.485634366289801,1,0,1,0,1,0,1,0,0
0,-1.641026025395326,-0.2825279347464546,0,0,1,0,0,1,1,1,0
0,0.1959412307201186,0.6812543442032974,0,1,1,1,0,0,0,0,0
0,0.3595223371079807,0.4196658423696904,0,0,0,0,0,0,1,0,1
0,0.4077940255224257,-0.9326195770599356,0,0,1,0,0,1,1,1,0
0,0.2981201607326758,-0.3063965395452541,0,1,0,0,0,0,1,0,0
0,-0.0062004945964341,1.326448172054557,0,1,1,0,0,1,0,0,0
0,0.5677656808120635,0.1804826891915536,0,0,0,1,1,0,0,0,0
0,0.7884187596680766,-0.325556303710408,1,1,1,1,0,1,1,0,0
0,-1.641026025395326,0.3419385513420365,0,0,1,0,0,0,0,1,0
0,0.0015167824717982,0.9957943481924948,0,0,0,0,1,0,1,1,0
0,-0.1731353472042114,0.4502421381385191,0,0,0,0,0,0,1,0,0
1,0.0199575718458615,-0.2867056458706867,0,1,0,0,0,0,1,0,1
0,-0.1781275255523376,0.4042695194379267,0,0,1,0,0,0,0,0,0
0,-1.641026025395326,1.4050539036087124,0,1,0,0,1,0,0,0,0
0,0.8075051332179192,-1.3620905258989766,0,0,1,0,0,0,1,1,0
0,-1.641026025395326,0.9178475661563008,0,0,0,0,0,1,0,0,0
0,0.3678096921177383,-0.1343389210100327,0,1,1,1,0,0,1,0,0
0,0.1451495426010995,0.5105569002360718,0,0,0,1,0,0,1,0,0
0,0.7523396975590109,0.2772184987250882,0,0,1,0,1,1,0,1,0
0,-1.641026025395326,0.246079941776017,0,0,0,0,1,0,0,0,1
0,0.2989758084111431,0.3922037270598685,0,0,1,1,0,0,1,0,0
0,1.056081115996223,-0.4147570514490156,0,1,0,0,0,0,1,1,0
0,0.7931499645685166,-2.500102318610029,1,1,1,0,0,0,0,0,0
0,0.2389613720520935,-0.3063965395452541,0,1,1,0,0,0,1,0,0
0,-1.641026025395326,1.6881211795083817,0,1,0,0,0,0,1,0,0
0,0.9000816615915277,0.2857233799135975,1,1,0,0,0,1,1,0,1
0,0.4556880391105405,-0.1343389210100327,1,1,1,0,0,1,0,0,0
0,0.8622115923185357,-2.058769989500056,1,0,0,0,0,0,1,1,0
0,0.1072087271922084,-0.2477731260269128,1,1,1,1,0,0,1,0,0
0,0.4547314154860903,-1.2836354767042528,0,1,1,1,1,0,1,0,0
0,0.7504787972436037,0.1486488281995619,1,1,0,0,0,1,0,0,0
0,-1.641026025395326,-2.1032635152611965,0,0,0,1,1,1,0,0,0
0,0.6269341283540415,1.215765129059048,1,1,0,0,0,0,1,1,1
0,0.3801784179726575,0.3576353221961849,0,1,1,0,0,1,1,0,0
0,0.5174645837617302,-0.3262418786997297,1,1,1,0,0,0,0,0,0
0,0.2049766814525485,0.3117112846286168,1,0,0,1,1,0,0,0,0
0,0.4201671958899486,-0.2507973602287078,0,1,1,0,0,0,1,1,0
1,0.1577173345322898,0.2622623005084376,0,1,1,1,1,0,1,0,1
0,0.5901437495586784,-0.4117464690123169,0,0,1,0,0,0,1,0,0
0,0.3512023654701035,-0.2477731260269128,0,0,0,0,0,1,1,0,0
0,0.0931903031219719,-0.0793712734439283,0,1,1,1,1,1,1,0,1
0,0.1206426955321158,0.927371993740725,1,1,1,1,0,1,0,0,0
0,0.8695249893813074,0.7918158686715048,1,0,1,0,1,0,1,0,1
0,0.9483718363629364,-2.339082159501381,0,0,1,0,0,0,1,0,0
0,0.6492915468323474,-0.1338414128902569,0,1,1,0,0,1,0,0,0
0,-1.641026025395326,1.4052194159610971,0,0,0,0,1,0,1,1,0
0,0.841116825150637,0.3658698355555287,0,0,1,0,0,1,0,0,0
0,0.0243449246259485,-1.1743589773277086,0,0,1,0,0,1,1,0,0
0,0.0333361406477871,-0.3462453555475481,0,1,1,0,0,0,1,0,0
0,0.7091673163598333,-0.4649534284044687,0,0,1,0,0,0,1,0,0
0,0.3495458278445368,-0.0223785487147105,0,1,1,1,1,0,0,0,0
0,-1.641026025395326,0.4349897108108062,0,0,1,1,0,0,1,0,1
0,-1.641026025395326,0.1403827113164823,0,1,0,1,0,1,1,0,1
0,0.7997051670975702,-1.8259932437231128,0,1,0,0,0,0,1,0,0
0,0.7408800545540947,0.4349897108108062,1,1,1,1,0,1,1,0,1
0,-1.641026025395326,1.5799745509778569,0,0,0,0,1,0,1,1,0
0,0.4992666575394228,-1.115992191451182,0,0,1,0,1,0,0,0,0
0,0.3437478121591948,-1.8665920556746736,0,0,1,0,0,1,1,0,0
0,-1.641026025395326,0.5844553227415532,0,1,1,0,0,0,1,1,0
0,0.4795941329756601,-2.0384958870208525,0,0,1,0,0,0,1,0,0
0,0.9405172736130416,-0.4574887987445284,0,1,1,1,0,0,1,0,0
0,0.6932072619043012,0.079321236896093,0,1,1,1,1,0,0,0,0
0,0.3951313797162339,0.2943761169414219,1,1,0,0,1,0,0,1,0
0,0.2585090477915012,1.2075456879708204,1,1,1,1,0,1,1,0,0
0,0.5522515221639965,-0.2671656469415374,0,1,0,0,0,0,1,0,0
0,0.7932579608696417,0.0364169964607503,0,1,1,0,0,1,1,1,0
0,-1.641026025395326,0.3576353221961849,0,1,1,0,0,0,1,1,0
1,0.1079944605735621,0.8108830979522562,1,1,0,0,1,0,1,1,1
0,0.4375477251042295,0.2784741723085462,1,1,1,0,1,1,1,1,0
0,1.0535736739453012,-0.0657991890281582,0,0,0,0,0,0,1,0,0
0,0.8905437827345355,-0.6146806346727219,1,0,1,1,1,0,1,0,0
0,-1.641026025395326,0.6480675558008667,0,1,1,1,1,0,1,0,0
0,0.5706522534296465,-1.6807571593789523,0,1,1,0,0,0,1,0,0
0,1.0200578745185314,-0.2285247934244628,0,0,1,0,0,1,0,1,0
0,0.26762452820706,1.54586892268707,0,1,0,0,0,0,1,1,0
0,0.3659249091905295,-1.3793987448796026,0,0,1,0,0,0,1,0,0
0,0.5131963807207043,0.5254665291094761,0,1,0,1,0,0,1,0,0
0,0.72216642813508,-1.105817862903483,1,0,0,0,1,1,1,0,0
0,0.1294367353024093,0.1362175568947433,0,1,1,1,1,1,1,0,0
1,0.2055995074968007,-0.2671656469415374,1,1,0,1,0,0,1,0,1
0,-1.641026025395326,-2.5992114175141983,1,0,1,0,0,0,1,0,0
0,0.1824225996686866,0.4654241143255604,0,1,1,0,0,0,1,1,0
0,0.4958945209212716,-1.2966216706714229,0,0,1,0,0,1,1,0,0
0,0.27046840812162,-0.8317499255622093,0,0,1,0,0,0,1,0,0
0,0.8420934030167493,1.319024572669968,0,1,1,1,0,0,0,0,0
0,-1.641026025395326,0.495580560614389,0,0,0,0,0,0,0,1,0
0,-1.641026025395326,1.6712958779813036,0,1,0,0,0,0,1,1,0
0,0.9464462382428196,-1.7777811909528285,0,0,1,0,0,1,1,1,0
0,-1.641026025395326,0.719001907570882,1,0,0,1,0,0,0,0,0
0,1.0947896343837005,-0.3786225586071252,0,0,1,1,1,1,1,0,0
0,0.7493605153870248,0.0237762411878437,0,0,0,0,1,1,0,0,0
0,-1.641026025395326,1.040327545731652,0,1,0,1,0,0,0,0,0
0,0.6174626842270063,0.2478501373695449,0,1,1,0,0,0,1,0,0
0,-1.641026025395326,1.9250936212181853,0,0,0,0,1,1,1,1,0
0,0.7716917028739644,1.2628218360463337,0,1,1,0,0,0,1,1,0
0,-1.641026025395326,0.2622623005084376,0,0,1,0,1,0,0,1,1
0,0.7856581762616333,-0.5450063774925549,0,1,1,0,1,0,1,0,0
0,-1.641026025395326,-0.1529116448369432,0,0,1,1,0,0,1,0,0
0,0.2793472257487006,-0.2477731260269128,0,0,0,0,0,0,1,0,0
0,0.9162999426075984,-1.3983917958167529,1,0,1,0,1,0,1,1,0
0,-1.641026025395326,0.4042695194379267,0,1,1,1,0,1,0,0,1
0,0.1891907520840208,-0.1904481308222711,0,1,0,0,0,1,0,0,0
0,1.07827411061621,-0.9105802248674588,1,1,1,0,0,0,1,1,1
0,0.2292875762198271,0.7135983309376334,0,1,1,0,1,0,1,1,0
0,0.0169421998285981,-2.4204179611007577,0,0,1,0,1,1,1,0,0
0,1.024384077628247,-0.2679799776026644,1,0,0,0,0,1,1,0,0
0,0.296653881477648,-0.2867056458706867,1,1,1,0,0,0,0,1,0
0,0.6365247122204116,-1.7534388699418355,0,1,0,1,1,0,1,0,0
0,0.1788705301132019,0.0274008930430057,1,0,1,0,1,0,0,0,0
1,0.2652465993876646,0.9874657156636818,1,1,1,1,0,0,1,0,1
0,0.6478187841940546,-1.1988789751041684,0,0,1,0,0,0,0,0,0
0,-1.641026025395326,0.926100510944763,1,1,1,0,0,0,1,1,0
0,0.9861414854065272,0.3820951292196093,0,0,1,1,0,0,1,0,0
0,-1.641026025395326,0.599044273950422,0,0,0,1,0,0,1,0,1
1,0.1982428933719122,-0.144160242188179,0,0,0,0,0,1,1,0,1
0,-1.641026025395326,0.5624544930063298,0,1,0,0,1,0,1,0,0
0,0.1293414655199158,0.2777409105298158,0,1,1,0,0,0,0,0,0
0,-1.641026025395326,0.3810369063858765,0,0,0,0,0,0,0,0,0
0,-1.641026025395326,-0.3664108118012858,0,0,0,0,0,0,0,1,1
0,0.8509516104965077,-0.5231855986188761,0,0,0,0,1,0,1,1,0
0,-1.641026025395326,-0.1158929779007386,0,0,1,0,0,0,1,1,0
0,0.2524185515658382,0.5252167205292346,0,1,1,1,0,1,1,0,0
0,-0.0299040446537334,-0.3231373530482654,1,0,0,0,0,0,1,0,0
0,0.2032343115890562,-2.1085342131044973,0,0,0,1,0,0,1,0,0
0,-1.641026025395326,-0.3664108118012858,0,0,1,1,0,0,0,0,0
0,0.6269341283540415,1.215765129059048,1,1,0,0,0,0,1,1,1
0,0.2695216108708099,-1.513350920946176,1,0,1,0,0,0,1,0,0
0,0.7563873222317369,-0.715859128714451,1,0,1,1,0,0,1,0,0
0,1.0389219031540011,-0.6334047548607276,1,0,1,0,0,0,1,0,0
0,-1.641026025395326,0.495580560614389,0,0,0,1,0,0,1,0,0
0,0.2926792356135561,1.0111680653696569,1,0,0,0,0,0,0,0,0
0,-1.641026025395326,0.5550891697068103,0,0,1,0,0,0,1,0,0
0,0.4623542236438296,2.000353134294616,0,0,1,0,1,1,1,0,0
0,0.1253526420990292,0.0806600767687454,1,1,1,0,0,1,0,1,0
0,0.8219251950558916,0.079321236896093,0,1,0,0,1,0,0,0,0
0,-1.641026025395326,1.2260546354880908,0,1,0,0,0,0,1,0,0
0,0.9808482982966548,0.495580560614389,0,0,0,0,0,0,0,1,0
0,1.107473372605443,1.1283364501969302,1,0,0,1,0,1,1,0,0
0,0.6702443537346008,0.9909568199163326,1,0,1,0,1,0,1,0,1
0,0.7866481080256468,-0.7604552155385681,0,0,0,0,1,1,1,0,0
0,0.7548489928940818,-0.4409509213473362,0,1,1,1,1,1,1,0,0
0,1.0697270953325688,0.2586896728832246,0,1,1,0,0,0,1,0,0
0,-1.641026025395326,0.3810369063858765,0,0,0,0,0,1,0,1,0
0,0.7478108313507894,-0.1904481308222711,1,1,1,0,0,1,1,0,0
0,1.0245044758394408,-0.2477731260269128,0,0,1,0,0,0,0,0,0
0,-1.641026025395326,-0.3262418786997297,0,0,0,0,0,1,0,1,0
0,0.3325889913464091,0.1603640079075581,0,0,1,0,1,0,0,0,0
0,0.6986728367616117,3.349045891870867,0,1,0,0,0,0,1,1,0
0,0.6603061187676869,-1.6494241243695398,0,1,0,0,0,1,1,0,0
0,-1.641026025395326,1.3585029233767785,0,0,0,0,1,1,1,1,0
0,0.0931903031219719,-0.0793712734439283,0,1,1,1,1,1,1,0,1
0,0.2560023214974698,1.0436717204893542,0,0,0,0,0,0,1,0,0
1,0.1761058732516727,0.6710789941545882,0,0,0,0,1,0,1,0,1
0,0.7949303711573782,0.3295473090521247,1,0,1,0,0,0,1,1,0
0,-1.641026025395326,2.004162159528889,0,1,0,1,0,0,1,0,0
0,-1.641026025395326,0.8991798025383412,0,1,0,0,0,0,1,1,0
0,-1.641026025395326,2.336447417720611,0,1,0,1,0,0,1,0,0
0,0.7852662755891544,-0.5989907563270384,1,0,1,1,0,1,1,0,0
0,0.3554792998503495,1.5229836114964943,0,1,1,1,0,1,0,0,0
0,0.8582264270813604,0.5698038912266012,1,0,0,0,0,0,1,1,0
0,0.8331241550505619,-1.287949237980393,0,0,1,0,1,0,1,0,0
0,0.9236975481097892,0.2943761169414219,1,1,0,0,1,0,0,1,0
1,-0.2120343960489477,-0.2477731260269128,0,1,0,1,0,0,1,0,1
0,0.9862039136034187,-0.0108102720506055,1,1,1,1,1,0,0,0,0
0,0.9178542761111628,-0.3032550803669711,0,0,0,0,0,0,1,1,0
0,0.9516315908695696,-0.1158929779007386,0,1,0,1,0,0,0,0,0
0,1.08571493265168,0.4564649365587065,0,0,1,1,1,0,0,0,0
0,0.303353498388397,0.281157133470465,0,1,1,1,0,0,0,0,0
0,0.1342078812484749,0.2314099295865305,0,0,1,0,1,0,0,1,1
0,-1.641026025395326,0.5105569002360718,0,0,0,0,0,0,1,1,1
0,1.1007415194700088,-0.1529116448369432,1,1,1,1,0,1,1,0,0
0,1.0923625941849826,-0.1158929779007386,0,0,1,0,0,1,1,0,0
0,1.063228503494421,-0.209417479945287,0,1,0,0,0,0,1,0,0
0,0.6178663622523017,0.1524979167456516,0,1,0,0,0,0,0,1,0
0,0.3822359815286925,0.0448116254970485,1,1,0,0,1,1,0,1,1
0,-0.0105299381009515,0.3732553348446566,1,0,1,1,0,0,0,0,0
0,0.2378720004408765,-0.0612906407495268,0,0,1,1,1,1,1,0,0
0,-1.641026025395326,1.3267656879891194,0,1,0,1,0,1,1,0,0
0,0.5288792169801847,-1.0328418597402054,1,0,0,0,0,0,1,1,1
0,0.1197018077515861,-0.04695462921174,0,1,1,0,0,0,0,1,0
0,0.0351638338766787,0.0358829992905113,0,1,1,0,0,0,0,0,0
0,-1.641026025395326,-0.1343389210100327,0,0,1,0,0,0,1,0,1
0,0.7459410778622599,-0.641574730335482,1,1,0,1,0,0,1,0,1
0,0.4945329667936508,-0.3786568755065883,0,1,1,0,1,0,1,1,0
0,-1.641026025395326,1.0627260890416426,0,0,1,0,0,0,0,0,0
0,-1.641026025395326,-0.2285247934244628,0,1,1,0,0,0,1,1,0
0,0.8662009677275759,-0.1343389210100327,0,1,1,0,0,1,0,0,0
0,0.6622924253691087,-1.3519932364898974,0,0,1,0,0,0,0,0,0
0,0.8066640281797198,0.813922997806206,1,1,0,1,1,1,0,0,0
0,-1.641026025395326,-0.3664108118012858,1,1,0,1,0,0,0,0,0
0,0.7911065738891371,-0.0097969300882421,1,0,0,0,0,0,0,0,0
0,0.7852771638595867,-0.2671656469415374,1,0,1,0,0,0,0,1,0
0,0.5676968382035352,-1.3996360501378495,0,0,1,1,0,0,0,0,0
0,-1.641026025395326,-0.3063965395452541,0,0,0,1,0,1,0,0,0
0,0.6129317570565954,0.6006665654745069,1,1,1,1,1,0,0,0,0
0,-1.641026025395326,0.1804826891915536,0,0,0,1,1,0,1,0,0
0,-0.018831327460348,0.0964237850271334,0,1,0,0,1,0,1,0,0
0,0.864173100180893,-0.3063965395452541,0,0,0,0,0,0,1,0,0
0,-1.641026025395326,0.0098836699499813,0,0,1,0,1,0,0,1,0
0,-1.641026025395326,4.154712745051023,0,1,0,0,1,1,1,0,0
0,0.5354740585755662,-0.2477731260269128,0,1,1,0,0,0,1,0,0
1,0.0776334450981137,1.1782495590406583,0,0,0,0,0,0,1,1,0
0,0.7795220058991628,0.1390423289986717,0,0,0,0,0,0,1,0,0
0,0.2668723100500585,0.4654241143255604,0,1,0,0,0,0,1,0,0
1,0.1099550054411227,0.4196658423696904,0,0,0,1,0,0,0,0,1
0,0.7719346043954127,-0.081487248474233,0,1,1,0,1,0,0,0,0
1,0.1079944605735621,0.8108830979522562,1,1,0,0,1,0,1,1,1
0,1.0711357300563775,-0.1176969543812177,0,0,1,0,1,0,1,0,0
0,0.4584576919975054,-0.4038322349841368,1,0,1,0,0,0,0,0,0
0,0.4326486383360139,0.0621177861496765,0,1,1,0,1,1,1,0,0
0,0.9434209726452008,-2.182325752558789,0,0,0,0,0,0,1,0,0
0,-1.641026025395326,-0.0036363354073067,0,1,1,0,0,0,0,0,0
0,0.303353498388397,-1.127523379855633,0,0,1,1,0,0,1,0,0
0,0.1253286900899218,-0.2285247934244628,0,0,0,1,0,0,1,0,0
0,1.0703451443395748,-0.2477731260269128,1,1,1,0,0,0,1,1,0
0,0.3450398882091832,0.0448116254970485,0,1,1,0,1,0,0,0,0
0,-0.0111423952420853,-1.37238431587533,0,1,1,1,0,0,1,0,0
0,0.338395840602009,-1.7479927198173535,1,0,0,0,1,0,1,0,0
0,0.9569561416147636,0.2701826942296461,0,0,1,0,0,0,0,0,0
0,0.8543977963521588,-0.7674585587984097,0,1,1,1,1,0,1,0,0
0,-1.641026025395326,1.0946624479991611,1,0,0,0,0,0,1,1,0
0,0.1040323994388634,-1.752753745772374,0,0,1,0,0,0,1,0,0
0,-1.641026025395326,1.2810823275433876,0,1,0,0,0,1,1,1,0
0,0.6440316176973131,0.3732553348446566,0,1,1,0,0,0,1,1,0
0,-1.641026025395326,1.2359532875160024,0,0,1,0,1,0,0,1,0
0,0.233664319099501,0.741663878719787,1,0,1,0,1,0,1,0,0
0,0.2106275316638904,-1.6079642217937204,0,1,1,0,0,0,1,0,0
0,0.1796934656387395,0.495580560614389,0,1,0,1,0,1,1,0,0
0,0.8482595550989516,-1.647240057717183,0,0,1,0,0,0,1,1,0
0,-1.641026025395326,0.0600926549951118,0,1,0,1,1,1,1,0,0
0,0.4665114713285626,0.8194109114367938,1,0,1,0,1,1,1,1,0
0,-1.641026025395326,-0.1650485781132476,0,1,0,1,1,0,1,0,0
0,-1.641026025395326,-0.209417479945287,0,1,1,0,0,0,1,0,0
0,0.6585894832037515,-0.1716138000086884,0,1,1,0,0,0,0,1,0
0,0.4332927806714969,0.0939427529035138,0,1,1,0,0,0,1,0,0
0,0.5900094767889544,-1.5973085902922464,0,1,0,0,0,1,1,0,0
0,0.9277066989347909,-0.0433270384931445,1,0,1,0,1,0,1,1,0
0,1.0820783396957745,-0.1343389210100327,0,0,1,0,0,0,1,0,0
0,-1.641026025395326,-0.1529116448369432,0,1,0,0,0,0,1,0,0
0,-1.641026025395326,1.0424301977785486,0,1,1,0,0,0,1,1,0
0,0.8708435267300106,-0.5117405947130528,1,1,1,1,0,0,0,0,0
0,1.1049707521170422,0.5105569002360718,0,0,1,0,0,1,1,0,0
0,0.9367451263090336,0.0371915060728214,0,1,1,0,1,0,0,1,0
0,0.4026320630555073,-0.1041164586389122,0,1,1,0,1,1,1,0,0
0,-1.641026025395326,0.8534535262020941,0,0,0,0,0,0,0,0,0
0,0.2225382324957985,-1.2484492603519437,0,0,1,0,0,0,0,1,0
0,0.8450890826673854,-1.4458636781853582,1,1,0,0,0,1,1,0,0
0,0.6435761032185882,0.4805366066899826,0,1,1,1,0,0,1,0,0
0,-1.641026025395326,-1.0126664215667165,1,0,1,0,0,1,1,0,0
0,0.4982683322629187,0.3134772011463545,1,1,1,1,0,1,0,0,0
0,-1.641026025395326,1.0563073780158465,0,1,0,0,0,0,1,1,0
0,0.3366763384812747,-0.2477731260269128,1,1,1,1,0,0,1,0,0
0,0.8443307596663236,-1.9001965598514583,0,1,1,0,0,0,1,0,0
1,0.0750924667527528,0.5844553227415532,0,1,1,0,0,0,1,1,1
0,0.318440077086521,-0.7944659634734319,0,0,1,1,0,0,0,0,0
0,-1.641026025395326,0.9193807639364572,0,0,0,0,1,0,1,0,0
0,-1.641026025395326,0.599044273950422,0,0,0,1,0,0,1,0,1
0,-1.641026025395326,1.3239371385814125,1,1,1,0,0,0,1,0,0
0,0.7371094881413067,0.6414653365704472,0,1,0,1,1,0,1,0,0
0,0.7777788839652173,-1.7180770329391573,1,0,0,0,0,0,1,0,1
0,0.2030835456251129,-0.2477731260269128,1,0,1,0,0,0,0,0,1
0,0.4249286458791117,-1.8413704911347133,0,1,1,0,0,0,0,0,0
0,0.7189859295106829,-0.3201362228989212,0,0,1,0,0,0,1,1,1
0,0.9946154060005008,-1.388554398294798,0,1,1,0,0,0,1,1,0
0,0.8499633316702834,0.330575188595873,0,0,1,0,0,0,0,0,0
0,0.3704723175757702,0.4196658423696904,0,0,0,0,0,1,1,0,0
0,-1.641026025395326,1.9547720910478437,0,1,0,0,0,1,1,0,0
0,1.0275785945306053,-1.495396136126847,0,0,1,1,1,0,1,0,0
0,0.7362275338844969,0.2943761169414219,1,0,1,0,1,0,0,0,0
0,0.6136645114561691,0.892250460445879,0,0,0,0,1,0,1,0,0
0,0.4182844475968705,-1.750531772707351,1,0,1,0,0,0,0,0,1
0,0.6215951197978644,-0.4960882142984884,0,0,1,1,0,0,0,0,0
0,0.8327819410236758,-0.2966224845531548,1,0,1,0,0,1,1,0,1
0,-1.641026025395326,-0.1343389210100327,0,1,0,0,0,1,1,0,0
0,-1.641026025395326,-0.0772384627421932,1,0,0,1,0,0,1,0,0
0,0.460096423669259,-0.0077420220302544,0,1,1,0,1,1,1,0,0
0,-1.641026025395326,0.3576353221961849,0,1,1,1,0,1,1,0,1
0,-1.641026025395326,0.9980555304127948,1,0,0,0,1,0,0,1,0
0,0.4846532918701906,-2.391328484679263,1,0,1,0,0,0,1,0,0
0,0.4564870072954427,-0.579033205788392,1,0,0,1,0,0,1,0,0
0,0.3894817515668343,0.8128981511146293,0,1,0,0,1,0,1,0,0
0,-1.641026025395326,0.2379568231579665,1,1,0,0,0,0,1,1,0
0,-1.641026025395326,0.495580560614389,0,0,1,0,0,0,1,1,0
0,0.1894321161499205,0.4273367695079546,0,0,0,1,0,0,1,0,0
0,-1.641026025395326,0.5628314409285015,0,1,1,0,1,0,1,1,0
0,0.6416883635487275,-0.1904481308222711,0,0,1,1,0,0,0,0,0
0,-1.641026025395326,0.0594198787758879,0,1,1,0,0,0,1,1,0
0,0.6584525121337154,-0.2260467486968086,0,1,1,1,0,0,0,0,0
0,0.3818591500902786,-2.5013184157090618,0,1,1,0,0,0,1,0,0
0,-1.641026025395326,-1.1818164853365538,0,0,1,0,0,0,1,0,0
0,0.8252230269737197,-1.3974840278932477,0,1,1,1,1,1,1,0,0
0,-1.641026025395326,1.3889884846316076,0,0,0,0,0,1,1,1,0
0,0.660144543146176,1.088295965014351,0,1,1,0,0,0,0,1,0
0,-1.641026025395326,0.4502421381385191,0,1,0,0,0,1,1,1,0
0,-1.641026025395326,-0.3664108118012858,1,0,0,0,0,0,1,1,0
0,0.8884762685050392,-0.1716138000086884,1,0,0,0,0,0,1,1,1
0,-1.641026025395326,-0.1343389210100327,1,0,0,0,0,1,0,0,0
0,0.2948792518454483,-0.1716138000086884,0,1,1,0,0,0,1,1,0
0,-0.0364500594688557,-0.504943377431481,0,1,0,0,0,0,1,0,0
0,0.5766564109841532,-1.676822427405178,0,0,1,0,1,0,1,0,0
0,0.1223764780541857,0.1970149822872641,0,0,1,1,1,0,1,0,0
0,0.1743838782243538,-1.9477812915381945,0,0,1,1,0,0,1,0,0
0,0.8428431723341143,-0.7805107386239304,1,0,1,1,0,1,1,0,0
0,-1.641026025395326,-0.1529116448369432,0,0,0,0,0,0,0,1,0
0,1.029608806176209,-1.43677588063355,1,0,1,0,0,0,1,0,0
0,-1.641026025395326,-0.209417479945287,0,0,1,0,0,1,0,1,0
0,0.5609657826488754,-0.1158929779007386,1,1,1,0,0,1,0,1,0
0,0.6703304129231059,-0.3942611384431279,1,0,0,0,0,1,1,0,0
0,-1.641026025395326,2.0784417204431924,0,0,0,0,0,0,1,1,0
0,1.0861859008892167,-0.2671656469415374,0,0,0,1,0,0,1,0,0
0,0.9309761218120663,0.2816063387791342,0,1,1,0,0,0,0,0,0
